mp_id,formula,bg_eV,gap_type,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-541667,Nb(SeBr)2,0.9901,Indirect,0.0004,Stable,train,test,train,train,val
mp-568146,Pd(Se3Br)2,0.9344,Indirect,0.0035,Stable,train,test,train,train,train
mp-567556,CdSb2Se3Br2,1.1429,Indirect,0.0012,Stable,train,train,train,val,test
mp-1198737,CsTc3(Se2Br)2,1.0219,Indirect,0.0,Stable,train,train,train,train,test
mp-1202357,CsRe3(Se2Br)2,1.4231,Indirect,0.0,Stable,train,train,test,train,train
mp-1194412,Pb3Se2(BrO3)2,2.8329,Direct,0.0,Stable,train,train,val,test,train
mp-1197501,Bi6Se3(BrO7)2,3.1938,Indirect,0.0046,Stable,train,test,train,val,train
mp-1205460,ZnHg3Se3Br2,0.7927,Indirect,0.1645,Unstable,train,train,test,train,train
mp-555343,Ni5Se4(BrO6)2,2.8709,Indirect,0.0,Stable,test,train,train,train,train
mp-562833,Co5Se4(BrO6)2,2.528,Direct,0.0,Stable,train,train,train,train,test
mp-683899,Cu2P8Se3Br2,1.5045,Indirect,0.0,Stable,train,train,test,train,val
mp-1228759,Ba4Ge2Pb(Se4Br)2,1.3865,Indirect,0.0146,Stable,val,test,train,train,train
mp-567731,Nb3Se10Br3,1.247,Indirect,0.0,Stable,train,val,train,test,train
mp-998413,CsSeBr3,1.2544,Indirect,0.0395,Stable,train,train,test,train,train
mp-998299,RbSeBr3,1.2364,Indirect,0.0507,Stable,test,train,train,train,val
mp-23498,NbSeBr3,0.7364,Indirect,0.0,Stable,test,train,train,val,train
mp-679967,Nb3Se10Br3,1.2212,Indirect,0.0035,Stable,train,test,train,val,train
mp-1209495,Re3Se4Br3,0.0,Metal,0.0471,Stable,train,train,train,test,train
mp-1944812,CsSeBr3,0.0,Metal,0.0385,Stable,train,train,train,train,test
mp-2014596,CsSeBr3,1.833,Indirect,0.0,Stable,train,train,val,test,train
mp-998415,CsSeBr3,0.0,Metal,0.0363,Stable,train,test,train,train,train
mp-998366,RbSeBr3,0.0,Metal,0.0601,Stable,train,test,train,train,train
mp-567060,AlSeBr3N,1.8781,Indirect,0.1067,Unstable,train,train,train,train,test
mp-680446,Cu3P4Se4Br3,1.3783,Direct,0.0,Stable,val,train,train,test,train
mp-1200788,Cu3P8(Se2Br)3,1.3646,Indirect,0.0,Stable,train,train,val,train,test
mp-1219630,Re6Se7Br4,1.6949,Direct,0.0,Stable,train,train,train,train,test
mp-1173441,Re3Se2Br5,1.727,Indirect,0.0,Stable,train,train,test,train,train
mp-1173580,Re3Se2Br5,0.0032,Indirect,0.2948,Unstable,test,train,val,train,val
mp-1202157,TlHg6Se4Br5,1.989,Direct,0.013,Stable,train,train,val,test,val
mp-29589,Ta3(Se4Br3)2,0.0,Metal,0.0,Stable,test,train,train,train,train
mp-29496,Pd(SeBr3)2,1.3249,Indirect,0.0767,Stable,train,test,train,train,train
mp-23036,K2SeBr6,1.6978,Indirect,0.0,Stable,train,train,train,test,train
mp-655489,Pb4SeBr6,1.9666,Indirect,0.0537,Stable,test,train,train,val,train
mp-630927,Pb4SeBr6,1.9784,Indirect,0.0528,Stable,train,val,test,train,val
mp-1194813,Rh2(Se3Br2)3,1.3799,Direct,0.0,Stable,test,train,val,train,train
mp-1195597,Ir2(Se3Br2)3,1.5193,Indirect,0.0,Stable,train,train,val,train,test
mp-569970,ZrHg3(SeBr3)2,1.9368,Indirect,0.0,Stable,train,train,train,test,train
mp-1210250,Nb3Se5Br7,0.9682,Indirect,0.0084,Stable,val,val,train,test,train
mp-680015,Re3(SeBr)7,1.3216,Direct,0.0,Stable,train,train,train,test,train
mp-23376,GaSeBr7,2.2203,Direct,0.0237,Stable,val,test,train,train,train
mp-29408,AlSeBr7,2.1939,Indirect,0.0173,Stable,train,train,train,val,test
mp-607953,FeSeBr7,0.0864,Indirect,0.0,Stable,train,train,train,val,test
mp-1194789,Ir(SeBr3)3,1.4534,Indirect,0.0948,Stable,train,test,train,val,train
mp-1195337,Ir(SeBr3)3,1.651,Direct,0.0805,Stable,train,train,test,train,val
mp-1192469,Ir(SeBr3)3,1.6213,Indirect,0.0746,Stable,test,val,val,train,val
mp-1196459,Al2Sb5(Se2Br3)3,1.8019,Direct,0.0,Stable,train,test,train,train,train
mp-645663,Te2Mo3Se7Br10,1.4869,Indirect,0.0,Stable,train,test,train,train,train
mp-1104676,Os(SeBr6)2,0.0757,Indirect,0.0,Stable,train,train,train,test,train
mp-541758,Ta2Se17Br12,1.3963,Indirect,0.0,Stable,test,train,train,train,train
mp-567252,Nb3Se12I,0.0832,Direct,0.0004,Stable,train,train,train,test,train
mp-1208533,Ta3Se12I,0.1797,Direct,0.0,Stable,train,train,train,test,train
mp-23410,Nb3Se12I,0.0718,Direct,0.0,Stable,train,train,train,test,train
mp-1202969,Tc3Se4I,0.9837,Direct,0.0,Stable,train,test,val,train,train
mp-505373,AsSeI,1.2345,Indirect,0.0,Stable,test,train,train,train,train
mp-23488,Tl5Se2I,0.7102,Direct,0.0,Stable,test,val,train,val,train
mp-2012385,NbSeI,0.6127,Indirect,0.0,Stable,train,test,train,train,train
mp-29450,CuSe3I,1.2273,Indirect,0.1256,Unstable,test,val,train,train,train
mp-23051,NbSeI,0.0,Metal,0.0083,Stable,train,train,train,train,test
mp-2748369,Ta2Se8I,0.2872,Indirect,0.0,Stable,test,train,val,train,train
mp-2355707,NbSeI,0.1055,Direct,0.0,Stable,train,val,val,test,train
mp-1206203,YbSeI,0.007,Indirect,2.9309,Unstable,train,train,train,train,test
mp-1206671,LuSeI,0.0479,Indirect,2.8841,Unstable,train,val,train,test,train
mp-1207331,TbSeI,0.0647,Indirect,2.9858,Unstable,train,test,train,val,train
mp-1206751,DySeI,0.0658,Indirect,2.9702,Unstable,train,train,train,test,train
mp-1206385,TmSeI,0.095,Indirect,2.9088,Unstable,train,train,val,test,val
mp-1206872,HoSeI,0.0762,Direct,2.9642,Unstable,train,train,train,test,train
mp-569052,AgSe3I,1.3964,Indirect,0.0161,Stable,train,train,train,train,test
mp-28458,ErSeI,2.309,Direct,0.0,Stable,train,test,train,train,val
mp-22996,SbSeI,1.3811,Indirect,0.0,Stable,train,test,train,train,val
mp-23020,BiSeI,1.5764,Indirect,0.0128,Stable,test,train,val,train,train
mp-505357,InSeI,1.6754,Direct,0.0,Stable,test,train,train,val,train
mp-30531,Ta2Se8I,0.0,Metal,0.0,Stable,train,train,train,test,train
mp-569109,MnBiSe2I,0.716,Indirect,0.0058,Stable,train,train,train,train,test
mp-570268,MnSbSe2I,0.5352,Indirect,0.0043,Stable,train,val,train,train,test
mp-570961,CdBiSe2I,1.2705,Indirect,0.0451,Stable,test,train,train,val,val
mp-1213068,CuTeSeI,1.0381,Indirect,0.0583,Stable,train,train,train,test,val
mp-1224031,In2AgSe3I,0.0308,Indirect,0.0476,Stable,train,val,train,train,test
mp-570084,Hg3AsSe4I,1.2264,Direct,0.0044,Stable,train,train,train,train,test
mp-1198248,In2Bi3Se7I,1.1487,Direct,0.0123,Stable,train,train,train,val,test
mp-1201600,In2BiSe4I,1.4904,Indirect,0.0117,Stable,test,train,train,train,train
mp-1202250,Cu4BiSe4I,0.0097,Direct,0.0439,Stable,val,train,train,train,test
mp-1202691,CuP4Se3I,1.1734,Indirect,0.0354,Stable,train,test,train,val,train
mp-571015,CuP4Se4I,1.7151,Direct,0.0,Stable,train,train,test,train,train
mp-1224181,In2CuSe3I,0.1767,Direct,0.0289,Stable,train,train,train,train,test
mp-669425,Cu3BiSe2IO8,0.0,Metal,0.0,Stable,train,test,train,train,train
mp-1205627,Nb(SeI)2,0.9593,Indirect,0.0,Stable,train,train,test,train,train
mp-571404,Hg3(SeI)2,1.2692,Indirect,0.0053,Stable,train,train,train,train,test
mp-29955,Hg3(SeI)2,1.297,Indirect,0.0,Stable,train,train,train,val,test
mp-1204730,ThSe(IO7)2,0.6483,Indirect,0.5245,Unstable,train,train,test,train,train
mp-1193210,Pb3Se2(IO3)2,2.633,Indirect,0.0,Stable,train,train,train,val,test
mp-556570,Ag4Se(IO2)2,1.2752,Indirect,0.0185,Stable,train,train,val,test,train
mp-570817,Cu2P8Se3I2,1.4117,Indirect,0.0,Stable,val,val,train,test,train
mp-1200930,Cd3Pb2Se4(IO6)2,2.7977,Indirect,0.0062,Stable,train,train,test,train,train
mp-569026,Nb10Se40I3,0.0,Metal,0.3558,Unstable,train,test,val,train,train
mp-1204878,Nb10Se40I3,0.1289,Indirect,0.0,Stable,train,train,train,train,test
mp-541817,NbSeI3,0.627,Indirect,0.0,Stable,val,train,test,train,train
mp-1214500,Cs2Re3Se4I3,2.0776,Direct,0.0,Stable,train,train,val,train,test
mp-680185,CsRe6Se8I3,1.2321,Indirect,0.0,Stable,train,train,train,test,train
mp-1219043,Sn2SbSe2I3,1.0447,Indirect,0.0612,Stable,test,train,train,train,train
mp-1204573,Cu3P8(Se2I)3,1.3756,Indirect,0.017,Stable,test,train,val,train,train
mp-28517,Tl6SeI4,1.6854,Direct,0.0012,Stable,train,val,train,train,test
mp-1226181,Cu15Bi4(Se4I)4,0.0,Metal,0.0355,Stable,test,train,train,train,train
mp-1219041,Sn3SbSe2I5,0.9176,Indirect,0.0695,Stable,train,train,train,test,train
mp-645655,TeMo3Se7I6,1.0701,Indirect,0.0,Stable,train,test,val,train,train
mp-653891,NbTe2(SeI3)2,0.9365,Direct,0.0007,Stable,train,train,train,train,test
mp-29116,Ta3SeI7,0.5727,Indirect,0.0103,Stable,val,test,train,train,train
mp-569258,Ta4Se9I8,0.88,Indirect,0.0,Stable,train,val,test,val,train
mp-556938,Pr30Ti24Se58I8O25,0.1791,Direct,0.0,Stable,train,test,train,train,train
mp-12621,NdTeF,0.4181,Direct,0.0713,Stable,train,train,test,train,val
mp-27473,Sb2TeF14,3.9651,Direct,0.0,Stable,train,train,train,train,test
mp-29178,TePbF6,4.6038,Indirect,0.0,Stable,train,val,test,train,val
mp-27379,TeAsF5,2.1908,Indirect,0.1119,Unstable,test,train,train,train,train
mp-556778,BaTeF6,4.8518,Indirect,0.0007,Stable,train,train,train,train,test
mp-4648,KTeF5,5.2046,Direct,0.0,Stable,train,train,train,train,test
mp-29355,NaTeF5,5.2511,Indirect,0.0,Stable,train,train,train,train,test
mp-29903,TlTeF5,4.4542,Indirect,0.0,Stable,train,test,train,train,train
mp-541628,CsTeF5,4.6339,Direct,0.0,Stable,train,train,train,train,test
mp-556785,RbTeF5,4.8863,Indirect,0.0,Stable,test,train,val,train,train
mp-1091416,SrCuTeF,1.5171,Direct,0.0181,Stable,train,train,test,train,train
mp-1080438,SrAgTeF,1.2847,Direct,0.0,Stable,train,train,train,train,test
mp-13287,BaCuTeF,0.9884,Direct,0.0,Stable,train,train,val,test,train
mp-13339,EuCuTeF,0.7291,Indirect,0.0095,Stable,test,train,train,train,val
mp-16742,BaAgTeF,1.511,Direct,0.0,Stable,train,train,train,val,test
mp-1198428,SbTe(N3F2)3,2.893,Direct,0.4592,Unstable,train,train,val,train,test
mp-1216939,TiTeO3F2,2.7386,Indirect,0.0,Stable,train,train,train,train,test
mp-510727,InTeO3F,3.178,Indirect,0.0,Stable,train,test,train,train,train
mp-554532,K2TeClF5,4.488,Indirect,0.0,Stable,train,train,train,train,test
mp-554942,SbTe(IF2)3,1.9198,Indirect,0.0,Stable,test,train,train,train,train
mp-555034,TeAs(IF2)3,1.9259,Indirect,0.0153,Stable,train,val,train,test,val
mp-556325,TeAs(ClF2)3,3.9746,Indirect,0.0,Stable,test,train,train,train,train
mp-557231,KTeO2F,3.747,Indirect,0.0,Stable,train,train,train,train,test
mp-557570,TeAs(BrF2)3,3.0984,Indirect,0.0,Stable,train,train,train,train,test
mp-558502,FeTeO3F,1.4996,Indirect,0.0,Stable,train,train,val,val,test
mp-558984,GaTeO3F,3.7146,Indirect,0.0,Stable,train,test,train,train,train
mp-1192381,HgTeO3F,0.0494,Direct,0.1297,Unstable,train,train,train,train,test
mp-612946,KTeOF3,3.9669,Indirect,0.1073,Unstable,train,train,train,val,test
mp-13551,ScTeO3F,3.2415,Indirect,0.0,Stable,test,train,train,train,train
mp-555629,SbTe(ClF2)3,3.7741,Indirect,0.0,Stable,train,train,train,train,test
mp-11014,K2TeOF4,4.8881,Indirect,0.0052,Stable,test,train,train,train,val
mp-561647,Cs2TeOF4,5.0319,Indirect,0.0,Stable,train,train,train,test,train
mp-559932,KTeOF3,4.2547,Indirect,0.0,Stable,test,train,train,train,train
mp-1193891,RbTeOF4,0.0,Metal,0.1775,Unstable,train,train,train,train,test
mp-560578,RbTeNO3F4,3.3979,Indirect,0.0,Stable,train,val,train,test,train
mp-1204740,TeAsXeO2F11,1.478,Indirect,0.1399,Unstable,train,test,train,train,train
mp-557736,TeWNCl4F5,2.2532,Indirect,0.3171,Unstable,val,train,train,test,train
mp-669474,RbTeNO3F4,3.1862,Indirect,0.0103,Stable,train,train,val,test,train
mp-29177,BaTe2F10,4.8686,Indirect,0.0,Stable,train,train,test,train,train
mp-29144,KTe2F9,4.5077,Indirect,0.0,Stable,test,train,train,train,val
mp-754462,SbTe2F6,0.9945,Indirect,0.087,Stable,train,test,train,val,train
mp-1214752,Ba2AgTe2F,0.0,Metal,1.2003,Unstable,train,train,test,val,train
mp-1214778,Ba2CuTe2F,0.0,Metal,1.1986,Unstable,train,train,train,test,train
mp-1192364,HgTe2(OF5)2,2.4788,Indirect,0.0,Stable,train,test,train,train,train
mp-554413,V2Te2O7F2,0.0,Metal,0.0432,Stable,train,train,test,train,train
mp-1204544,InTe2O5F,3.2424,Indirect,0.0214,Stable,train,train,test,train,train
mp-728416,Rb2Te2O2F7,0.5386,Indirect,0.1069,Unstable,train,train,test,train,train
mp-1208334,Ti2Te2(OF)5,0.0,Metal,0.0714,Stable,test,train,train,train,train
mp-2228522,MgV2Te2O7F2,1.6392,Indirect,0.1854,Unstable,test,train,val,val,train
mp-2227262,MgV2Te2O7F2,1.3893,Indirect,0.1786,Unstable,train,test,val,train,train
mp-2228593,MgV2Te2O7F2,1.525,Indirect,0.1971,Unstable,train,train,test,train,train
mp-554818,KTe3O6F,3.1053,Indirect,0.0,Stable,train,val,train,test,val
mp-560414,Te4Mo(OF4)5,2.9955,Indirect,0.0052,Stable,train,test,train,train,train
mp-1217532,Te4Mo(OF4)5,2.9326,Direct,0.0079,Stable,train,val,test,train,train
mp-1217460,Te4Au(OF5)4,0.2658,Indirect,0.0253,Stable,test,train,val,train,train
mp-558136,Te4W(OF4)5,3.0745,Indirect,0.016,Stable,train,train,train,test,train
mp-1194695,Hg2Te4Kr3(O2F13)2,2.397,Indirect,0.1779,Unstable,val,train,test,train,train
mp-1194957,Hg2Te4Xe3(O2F13)2,2.5668,Indirect,0.0802,Stable,train,val,train,val,test
mp-649177,ReTe5O6F25,2.1693,Indirect,0.0265,Stable,test,train,train,train,train
mp-680183,Te5As2Br4O5F26,2.1603,Indirect,0.0081,Stable,val,val,test,val,train
mp-560028,UTe6(OF5)6,2.2523,Indirect,0.0,Stable,test,train,train,train,train
mp-1195764,Cu7Te6(O9F)2,0.0,Metal,0.042,Stable,train,train,train,train,test
mp-540984,Te6Mo(OF5)6,2.7227,Indirect,0.0141,Stable,train,train,val,test,train
mp-680235,CsSbTe6(OF5)6,2.6359,Direct,0.0075,Stable,train,train,test,train,val
mp-29074,Te7As2F12,1.0704,Direct,0.0897,Stable,train,val,test,train,train
mp-1205467,Te7OsO5F32,1.2372,Direct,0.0341,Stable,train,train,train,test,train
mp-648788,Te7OsO5F32,0.0,Metal,0.2022,Unstable,train,train,val,train,test
mp-649107,ReTe7O7F32,0.559,Indirect,0.0274,Stable,train,train,train,train,test
mp-1209318,SbTe8Cl6O6F31,2.2268,Indirect,0.072,Stable,val,test,val,train,train
mp-540997,FeTeCl7,1.2641,Indirect,0.0,Stable,train,test,train,train,train
mp-22945,TeRhCl,0.7797,Direct,0.0,Stable,train,train,train,test,train
mp-1018752,LaTeCl,0.6571,Direct,0.0026,Stable,train,test,train,train,val
mp-1018667,CeTeCl,0.0,Metal,0.0309,Stable,test,train,train,train,train
mp-1018941,PrTeCl,0.421,Direct,0.0,Stable,val,test,train,train,train
mp-1018818,NdTeCl,0.4133,Direct,0.0001,Stable,val,train,val,test,train
mp-504630,InTeCl,1.6633,Direct,0.0,Stable,train,train,test,val,train
mp-573751,AlTeCl7,3.3025,Indirect,0.0,Stable,val,train,train,test,train
mp-669345,TaTeCl9,2.7878,Direct,0.0003,Stable,train,train,train,train,test
mp-669348,NbTeCl9,2.2165,Direct,0.0032,Stable,val,test,train,val,train
mp-28938,Nb3TeCl7,0.7027,Direct,0.0,Stable,test,train,train,train,train
mp-28944,BiTeCl,1.5135,Indirect,0.0,Stable,train,train,test,val,train
mp-28330,TeAuCl7,1.5508,Indirect,0.0,Stable,train,train,test,train,train
mp-29713,NbTeCl9,2.1717,Indirect,0.0108,Stable,train,test,val,train,train
mp-541877,TaTeCl9,2.6483,Indirect,0.0091,Stable,test,train,train,train,train
mp-571179,AlTeCl7,3.1559,Indirect,0.0012,Stable,val,test,train,train,train
mp-669325,TeWCl9,0.0,Metal,0.0227,Stable,train,train,train,test,train
mp-631398,TeOsCl2,0.0,Metal,1.0971,Unstable,train,test,train,val,train
mp-22975,Rb2TeCl6,2.6398,Indirect,0.0,Stable,val,test,train,train,train
mp-23465,Cs2TeCl6,2.7815,Indirect,0.0,Stable,test,val,train,val,train
mp-27833,Tl2TeCl6,2.5741,Indirect,0.0,Stable,val,train,test,train,val
mp-569149,K2TeCl6,2.5557,Indirect,0.0,Stable,train,train,train,test,train
mp-27449,GaTeCl,2.1702,Direct,0.0,Stable,train,test,train,train,val
mp-29102,Hg3TeCl4,2.3567,Direct,0.0,Stable,train,train,train,train,test
mp-1102615,CeTeCl,0.014,Indirect,0.0242,Stable,train,test,train,train,train
mp-1103189,LaTeCl,0.8821,Direct,0.0,Stable,train,test,train,train,val
mp-550564,Co2TeCl2O3,0.0,Metal,0.1194,Unstable,train,test,train,val,train
mp-557992,InTeClO3,3.0755,Indirect,0.0,Stable,test,train,train,train,val
mp-616455,TeMoCl7O,2.5316,Indirect,0.0342,Stable,train,train,train,test,train
mp-1104737,MgTe(ClO)6,0.7145,Indirect,0.8447,Unstable,train,test,train,val,train
mp-738646,Ag4Te(ClO3)2,0.0,Metal,0.4997,Unstable,test,train,train,train,train
mp-1180423,MgTe(ClO)6,0.0,Metal,0.3907,Unstable,train,train,test,train,train
mp-726716,MgTe(ClO)6,0.0,Metal,0.5475,Unstable,train,test,train,train,train
mp-1196950,TePb3Cl4O3,3.2599,Direct,0.0078,Stable,train,train,val,train,test
mp-1217378,TePb3(ClO2)2,2.0877,Indirect,0.0,Stable,test,train,train,train,val
mp-557130,Zn2TeCl2O3,3.7044,Direct,0.0,Stable,test,val,train,val,train
mp-950214,Cd2TeCl2O3,3.4748,Direct,0.005,Stable,train,train,test,train,train
mp-559379,SbTeClO3,3.1556,Indirect,0.0,Stable,test,train,train,train,val
mp-559805,HoTeClO3,3.8573,Indirect,0.0,Stable,train,train,val,train,test
mp-1219504,Sb3TeClO6,2.6933,Indirect,0.0021,Stable,test,val,val,val,train
mp-628665,AlBiTeCl4,2.1634,Indirect,0.0,Stable,train,train,test,train,train
mp-1235589,LiSb3TeClO6,0.5885,Indirect,0.2085,Unstable,train,test,train,train,train
mp-1193890,Mn4SiTeCl2O7,2.4894,Direct,0.0,Stable,test,train,train,train,train
mp-680388,ZnCuTeCl2O3,0.0001,Indirect,0.0091,Stable,train,train,test,train,train
mp-558504,BaZnTeCl2O3,3.793,Indirect,0.0033,Stable,train,val,test,train,val
mp-1235303,LiSb3TeClO6,0.3837,Indirect,0.2213,Unstable,train,test,train,val,train
mp-1194678,Bi2TeIClO8,2.8168,Indirect,0.0,Stable,train,train,train,train,test
mp-28176,Te2PdCl10,1.5721,Direct,0.0099,Stable,train,train,train,train,test
mp-30971,CuTe2Cl,0.5969,Indirect,0.0,Stable,test,train,train,train,train
mp-540629,Al2Te2Cl7,1.4498,Indirect,0.0027,Stable,train,train,train,train,test
mp-542662,Ga2Te2Cl7,1.4589,Indirect,0.0,Stable,train,train,test,train,train
mp-569467,Ag5Te2Cl,0.2316,Direct,0.0004,Stable,train,test,train,train,val
mp-662513,Te2WCl6,0.0,Metal,0.0217,Stable,test,train,train,train,train
mp-541756,Te2MoCl12,0.0,Metal,0.0126,Stable,train,train,train,test,train
mp-581449,Re(TeCl6)2,0.9304,Indirect,0.0026,Stable,test,val,train,train,train
mp-569684,Zr(TeCl6)2,3.0775,Direct,0.0,Stable,train,train,train,test,train
mp-651409,Hf(TeCl6)2,1.885,Direct,0.1297,Unstable,train,train,train,test,val
mp-27852,Hg3(TeCl)2,1.9134,Indirect,0.0,Stable,test,train,train,train,train
mp-1192488,Al2Te2Cl7,0.0045,Indirect,0.1977,Unstable,val,val,test,val,train
mp-1193877,Bi3(TeCl5)2,1.2582,Indirect,0.0,Stable,train,val,train,val,test
mp-28866,Te2OsCl12,0.0,Metal,0.0038,Stable,train,train,test,train,train
mp-28633,Re(TeCl6)2,0.8927,Indirect,0.0144,Stable,test,train,train,train,val
mp-29428,Ta(TeCl3)2,1.1619,Direct,0.0049,Stable,val,train,test,train,train
mp-569824,Te2WCl6,0.0,Metal,0.0242,Stable,test,train,train,train,train
mp-623135,Bi3(TeCl5)2,1.3962,Indirect,0.0285,Stable,train,val,test,val,train
mp-665901,Re(TeCl6)2,0.0,Metal,0.8201,Unstable,test,train,train,train,train
mp-773980,Bi3(TeCl5)2,1.2266,Indirect,0.0329,Stable,train,train,val,test,train
mp-540628,Al(TeCl2)2,1.3271,Direct,0.0,Stable,train,train,test,train,train
mp-573465,Ag5Te2Cl,0.1985,Direct,0.0,Stable,test,val,train,train,train
mp-27490,Te2AuCl,0.0,Metal,0.0,Stable,train,train,train,test,train
mp-1193652,Re(TeCl2)2,2.1542,Indirect,0.0,Stable,val,train,train,train,test
mp-710168,Te2Pb3(ClO3)2,2.5868,Indirect,0.0182,Stable,test,train,train,train,train
mp-554952,Te2Pb3(ClO3)2,2.5594,Direct,0.0,Stable,test,train,train,train,val
mp-560170,Nd5Te2Cl3O10,3.3387,Indirect,0.0,Stable,val,train,test,train,train
mp-545344,NdTe2ClO5,0.2552,Indirect,0.1051,Unstable,train,train,train,train,test
mp-550437,GdTe2ClO5,0.3767,Indirect,0.1151,Unstable,test,train,train,train,train
mp-554135,Te2MoCl4O,1.211,Indirect,0.1104,Unstable,train,train,train,test,val
mp-559874,FeTe2ClO5,2.1486,Indirect,0.0072,Stable,train,train,train,test,train
mp-567543,UHg3(TeCl3)2,0.2051,Indirect,0.0,Stable,train,val,val,train,test
mp-1192395,Hg3Bi2(TeCl4)2,3.0056,Indirect,0.0,Stable,train,train,train,train,test
mp-1194704,GaSb2(TeCl2)2,0.6435,Indirect,0.0061,Stable,train,val,test,train,train
mp-558875,HoTe2ClO5,2.9145,Direct,0.0,Stable,test,val,train,train,train
mp-567743,AlSb2(TeCl2)2,1.0432,Indirect,0.0,Stable,train,train,test,val,val
mp-581276,Cu2Te2Cl2O5,0.0749,Indirect,0.0087,Stable,val,train,test,train,train
mp-1193732,Te2PdPb2(ClO3)2,1.4221,Indirect,0.0043,Stable,train,train,train,val,test
mp-554882,DyCuTe2ClO6,0.6082,Indirect,0.0,Stable,test,train,val,train,train
mp-555884,ErCuTe2ClO6,0.6057,Indirect,0.0,Stable,test,train,train,val,train
mp-1200931,AlBi2Te2BrCl4,0.8872,Indirect,0.0176,Stable,val,val,train,test,val
mp-1204489,AlSb2Te2BrCl4,0.5732,Indirect,0.0,Stable,train,train,train,val,test
mp-1192807,Cu2Te2Pb(ClO3)2,0.0,Metal,0.034,Stable,train,train,train,test,train
mp-554401,BaCu2Te2(ClO3)2,0.0,Metal,0.0092,Stable,train,test,train,train,train
mp-556868,SrCu2Te2(ClO3)2,0.0,Metal,0.0,Stable,train,test,train,train,train
mp-624117,Cs3V4Te2ClO14,2.2975,Indirect,0.0009,Stable,val,train,train,test,train
mp-572778,Cu3BiTe2ClO8,0.1785,Indirect,0.0613,Stable,train,train,val,val,test
mp-541868,Te3MoCl16,0.0528,Indirect,0.0014,Stable,test,train,val,train,train
mp-2767093,Te3MoCl16,0.4888,Indirect,0.0,Stable,train,test,train,train,train
mp-1212726,Ga3Te3Cl,1.3323,Indirect,0.0,Stable,test,train,train,train,val
mp-1224202,In2CuTe3Cl,0.6182,Direct,0.0708,Stable,train,val,test,train,val
mp-1223758,In2AgTe3Cl,0.0,Metal,0.125,Unstable,train,test,train,train,train
mp-562912,Co6Te3(ClO6)2,2.2763,Indirect,0.0,Stable,train,test,train,train,train
mp-1198077,Te3WCl4O,1.1293,Direct,0.0444,Stable,val,val,test,train,train
mp-1200464,Fe3Te3ClO10,1.9996,Indirect,0.0085,Stable,train,test,train,train,train
mp-1201019,FeTe3ClO7,2.2711,Indirect,0.0,Stable,test,train,train,train,train
mp-617352,Te3WICl6,0.0,Metal,0.0316,Stable,train,train,train,train,test
mp-1212325,MgTe3(ClO)6,0.3503,Indirect,0.9482,Unstable,train,train,val,train,test
mp-1236964,MgTe3(ClO)6,0.097,Direct,1.0775,Unstable,train,val,test,val,train
mp-1218587,Sr4Te3(ClO2)4,3.3574,Indirect,0.0,Stable,test,train,train,train,train
mp-562004,CaCo2Te3(ClO4)2,2.1672,Indirect,0.0,Stable,train,train,test,val,val
mp-562378,SrCo2Te3(ClO4)2,1.8677,Direct,0.0,Stable,train,train,train,test,val
mp-646605,SrNi2Te3(ClO4)2,3.1308,Indirect,0.0,Stable,test,val,train,train,train
mp-616228,Te4WCl6,0.0,Metal,0.0219,Stable,train,train,train,train,test
mp-29991,Bi2Te4Cl7,1.3766,Direct,0.0047,Stable,train,train,train,train,test
mp-29419,Hf(Te2Cl3)2,1.2626,Indirect,0.0,Stable,test,train,train,train,train
mp-29114,Re3Te4Cl5,1.2693,Indirect,0.0,Stable,train,test,train,train,train
mp-669521,Nb3Te4ClO15,2.4392,Indirect,0.0012,Stable,train,test,train,val,train
mp-1191023,Bi3Te4(ClO2)5,2.4347,Indirect,0.002,Stable,test,train,train,train,train
mp-1195835,Ga2SbTe4Cl7,1.2309,Direct,0.0,Stable,val,val,train,test,val
mp-1198418,TaTe4Cl4O,1.1624,Indirect,0.0,Stable,train,train,test,train,train
mp-1205458,Re2Te4Cl22O,0.0735,Indirect,0.0502,Stable,train,train,train,train,test
mp-1229222,Ag10Te4BrCl,0.2208,Direct,0.0016,Stable,train,test,train,train,train
mp-653823,Re2Te4Cl22O,0.0638,Indirect,0.0454,Stable,train,test,train,train,train
mp-1199992,Nb3Te4ClO15,2.3912,Direct,0.0,Stable,test,train,train,train,train
mp-1208669,Ta3Te4ClO15,2.5158,Direct,0.0,Stable,train,train,train,test,train
mp-555161,Ni5Te4(ClO6)2,3.04,Indirect,0.0015,Stable,train,val,train,test,train
mp-561564,Co5Te4(ClO6)2,2.3649,Indirect,0.0181,Stable,val,val,test,train,train
mp-568916,K6InTe4Cl,1.9503,Direct,0.0,Stable,train,train,train,train,test
mp-1188722,Fe2Te4ClO12,0.0,Metal,0.1926,Unstable,train,train,train,train,test
mp-1195865,Ce2Te4Cl2O11,1.4548,Indirect,0.0,Stable,train,train,train,train,test
mp-1197627,Pu2Te4Cl2O11,0.232,Indirect,0.0191,Stable,train,train,val,test,train
mp-1202980,Zr2Te4Cl2O11,3.164,Indirect,0.0,Stable,train,train,train,test,train
mp-1204459,NbTe4Cl4O,0.849,Indirect,0.018,Stable,train,train,train,train,test
mp-555641,Nb2Te4Cl10O,1.19,Indirect,0.0078,Stable,train,train,test,train,train
