mp_id,formula,bg_eV,gap_type,gt_code,ehull,stable,fold0,fold1,fold2,fold3,fold4
mp-1227984,Bi19(S9I)3,1.2929,Direct,0,0.0113,Stable,test,train,train,train,train
mp-30934,As(S8I)3,2.0753,Indirect,1,0.0,Stable,train,train,test,train,train
mp-540656,Sb(S8I)3,2.5185,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1215096,Ag3SI3,0.366,Indirect,1,1.1158,Unstable,train,train,train,train,test
mp-578882,SbPb2S2I3,1.9425,Direct,0,0.0273,Stable,train,test,train,train,train
mp-565597,Cu3P4S4I3,1.626,Direct,0,0.0,Stable,train,train,train,test,train
mp-1219558,SbPb2S2I3,1.4019,Indirect,1,0.0483,Stable,train,train,train,test,train
mp-1219046,Sn2SbS2I3,1.0658,Direct,0,0.0559,Stable,train,val,train,val,test
mp-1197482,,2.1989,Indirect,1,0.0467,Stable,train,test,train,train,train
mp-559307,Cu3P4(SI)3,1.6135,Indirect,1,0.0059,Stable,train,train,test,train,val
mp-561134,Sn2SbS2I3,0.6252,Indirect,1,0.0889,Stable,train,test,train,train,train
mp-1195374,,2.3803,Indirect,1,0.0068,Stable,train,train,test,train,train
mp-24280,,3.0529,Indirect,1,0.1742,Unstable,train,train,train,test,val
mp-24281,,2.5131,Indirect,1,0.1836,Unstable,train,train,train,train,test
mp-24279,,3.384,Indirect,1,0.1541,Unstable,train,test,train,train,train
mp-1202038,,1.8029,Direct,0,0.1695,Unstable,val,test,train,train,val
mp-1204081,,1.9696,Direct,0,0.1377,Unstable,train,train,train,test,train
mp-27938,Tl6SI4,1.7784,Direct,0,0.0,Stable,train,train,train,test,train
mp-1179755,Sn(S4I)4,0.3027,Direct,0,0.1588,Unstable,train,train,train,train,test
mp-557101,Sn(S4I)4,1.7979,Direct,0,0.0,Stable,train,test,train,train,train
mp-649878,Sn(S4I)4,1.0174,Direct,0,0.0554,Stable,train,train,test,train,train
mp-560411,CdSb6(S2I)4,1.5565,Indirect,1,0.0022,Stable,val,test,val,val,train
mp-669364,Cs3Re3(SI)4,2.4339,Indirect,1,0.0,Stable,train,val,train,test,train
mp-1219479,Sb4Se3SI4,1.3967,Indirect,1,0.0043,Stable,test,train,train,train,train
mp-1225117,La9Ce3Si8(S8I)4,0.4765,Indirect,1,0.0073,Stable,test,train,val,val,train
mp-1198506,,2.6151,Direct,0,0.0122,Stable,val,train,train,train,test
mp-766473,,1.8746,Indirect,1,0.1951,Unstable,train,train,train,val,test
mp-1182270,,1.3411,Indirect,1,0.5072,Unstable,test,val,train,train,train
mp-730258,,0.626,Indirect,1,0.5937,Unstable,test,train,train,train,val
mp-1208893,Sn7(SI3)2,0.2026,Indirect,1,0.0783,Stable,test,val,train,train,train
mp-23066,Pb5(SI3)2,1.8469,Direct,0,0.0257,Stable,train,train,train,test,train
mp-540644,Sn4SI6,1.2495,Indirect,1,0.0006,Stable,train,train,train,train,test
mp-1205269,NaB6S4(I3O4)2,1.1777,Indirect,1,0.6368,Unstable,val,val,test,val,train
mp-541158,Nb3SI7,0.5787,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1208574,Ta4Se8SI8,1.0721,Direct,0,0.0,Stable,train,train,train,train,test
mp-1210167,,0.0305,Indirect,1,0.0,Stable,val,val,test,train,train
mp-583476,Nb7S2I19,0.4354,Indirect,1,0.0,Stable,train,train,train,test,train
mp-29172,,4.1424,Indirect,1,0.0,Stable,train,train,train,train,test
mp-696195,YSeF,2.1589,Direct,0,0.0124,Stable,train,train,train,train,test
mp-12620,NdSeF,0.9158,Direct,0,0.0,Stable,train,train,train,test,train
mp-1209033,,3.1929,Direct,0,0.021,Stable,test,train,train,train,train
mp-27312,Nb2SeF14,4.8456,Indirect,1,0.0016,Stable,train,val,train,test,val
mp-27313,NbSeF9,5.0491,Indirect,1,0.0,Stable,train,train,train,val,test
mp-1207668,TmSeF,1.8704,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1210620,LuSeF,1.9077,Indirect,1,0.0418,Stable,test,train,val,train,train
mp-7738,LaSeF,1.7261,Direct,0,0.0,Stable,val,test,val,train,train
mp-27367,,4.0833,Direct,0,0.0,Stable,train,train,test,val,train
mp-555582,,2.862,Direct,0,0.295,Unstable,train,test,train,train,train
mp-1095263,HoSeF,2.8304,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1187888,YSeF,2.4302,Indirect,1,0.0124,Stable,train,test,val,val,train
mp-1195065,HoSeF,2.1005,Direct,0,0.0221,Stable,train,test,train,train,train
mp-27123,ErSeF,2.1822,Direct,0,0.0218,Stable,val,train,val,train,test
mp-556111,YSeF,1.5788,Indirect,1,0.1034,Unstable,train,train,train,train,test
mp-1208982,,3.2282,Indirect,1,0.0192,Stable,train,train,test,train,train
mp-1095437,LuSeO3F,3.8707,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1101793,YSeO3F,3.8843,Indirect,1,0.0,Stable,train,val,train,val,test
mp-9205,KSeO2F,3.3338,Indirect,1,0.0,Stable,val,train,train,test,train
mp-1079647,BaAgSeF,1.2693,Direct,0,0.0,Stable,val,test,train,train,train
mp-21228,SrCuSeF,1.1989,Direct,0,0.0005,Stable,val,test,train,val,train
mp-21356,EuCuSeF,0.0305,Indirect,1,0.0,Stable,train,train,val,test,train
mp-9195,BaCuSeF,1.4265,Direct,0,0.0,Stable,train,train,train,train,test
mp-1190442,FeSeO3F,1.4261,Indirect,1,0.0,Stable,test,val,train,val,train
mp-1214921,AsSe(BrF2)3,2.5724,Indirect,1,0.0,Stable,train,train,train,test,train
mp-554706,AsSe(ClF2)3,3.7178,Indirect,1,0.0,Stable,train,train,test,val,train
mp-555022,LuSeO3F,4.2951,Indirect,1,0.0389,Stable,train,train,train,train,test
mp-555955,LaSeO3F,3.806,Indirect,1,0.0,Stable,train,test,train,train,train
mp-556169,YSeO3F,4.2667,Indirect,1,0.0237,Stable,train,train,train,test,train
mp-556999,ErSeO3F,4.3039,Indirect,1,0.0023,Stable,val,train,train,test,train
mp-557457,TmSeO3F,4.3012,Indirect,1,0.0,Stable,train,train,train,train,test
mp-558026,SbSe(IF2)3,1.4501,Indirect,1,0.0,Stable,train,train,train,test,train
mp-558538,HoSeO3F,4.2961,Indirect,1,0.0009,Stable,test,train,train,train,train
mp-559575,AsSe(IF2)3,1.4197,Indirect,1,0.0,Stable,val,test,train,train,train
mp-683911,,3.0765,Indirect,1,0.3203,Unstable,train,train,train,test,train
mp-9405,K3SeO4F,3.6512,Indirect,1,0.0069,Stable,train,test,train,train,train
mp-1195159,Tb2SeOF2,2.8113,Direct,0,0.0,Stable,test,train,train,train,train
mp-1194932,Sm2SeOF2,2.781,Direct,0,0.0,Stable,train,train,train,test,val
mp-1195358,Ho2SeOF2,2.8658,Indirect,1,0.0046,Stable,train,train,test,train,val
mp-1194579,Dy2SeOF2,2.8498,Direct,0,0.0,Stable,train,test,train,train,val
mp-1194517,Nd2SeOF2,2.6633,Direct,0,0.0068,Stable,test,train,train,val,train
mp-1194754,Gd2SeOF2,1.3484,Indirect,1,0.0,Stable,train,test,train,val,train
mp-1209762,SbTe2SeF6,1.4719,Direct,0,0.0606,Stable,test,train,train,train,train
mp-561328,SbSe(BrF2)3,2.6001,Indirect,1,0.0,Stable,train,train,val,test,train
mp-1102514,ScSeO3F,3.6881,Indirect,1,0.0021,Stable,val,train,train,val,test
mp-558073,Sb2SeI2F11,1.4139,Indirect,1,0.0105,Stable,train,train,train,train,test
mp-561326,LuSeO3F,3.9164,Indirect,1,0.0016,Stable,test,train,val,val,train
mp-557635,Sb2TeSeF10,1.5474,Direct,0,0.0553,Stable,train,test,train,train,train
mp-647549,,2.9299,Direct,0,0.114,Unstable,train,train,test,train,train
mp-17921,NbSeOF7,4.5144,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1196236,K2Sb2SeO5F6,0.1897,Indirect,1,0.2853,Unstable,train,train,train,train,test
mp-1203046,,3.5314,Indirect,1,0.3138,Unstable,train,test,train,train,train
mp-1195199,VPbSeO5F,2.8394,Direct,0,0.0,Stable,train,train,test,train,val
mp-1196487,,2.2095,Indirect,1,0.0,Stable,test,train,train,val,train
mp-1212164,Hg3(SeF)2,1.9752,Indirect,1,0.0,Stable,train,test,train,train,train
mp-556194,SrSbSe2F,0.1201,Direct,0,0.0106,Stable,val,train,train,train,test
mp-1202255,AgSb(SeF3)2,1.175,Direct,0,0.0012,Stable,test,train,train,val,train
mp-667447,TeAs(SeF3)2,1.4618,Direct,0,0.147,Unstable,train,train,train,test,train
mp-662919,SbTe(SeF3)2,1.4471,Direct,0,0.197,Unstable,train,train,test,train,train
mp-558946,BaSbSe2F,1.3343,Indirect,1,0.0039,Stable,train,test,train,train,train
mp-651161,TeAs(SeF3)2,1.7121,Direct,0,0.0647,Stable,train,train,test,train,train
mp-6407,Sb2Te(SeF5)2,1.7292,Direct,0,0.0147,Stable,train,train,train,test,train
mp-549058,Ba2Fe2Se2OF2,1.81,Indirect,1,0.0039,Stable,train,train,train,test,train
mp-555942,Er3SiSe2O10F,4.122,Indirect,1,0.0,Stable,train,test,train,train,train
mp-558478,La3NbSe2(O2F)2,1.4586,Direct,0,0.0,Stable,test,val,train,val,train
mp-1193369,TiPb2Se2ClO7F,2.4534,Indirect,1,0.0,Stable,train,test,train,train,train
mp-651106,,2.2834,Direct,0,0.3603,Unstable,val,train,test,train,train
mp-1229037,AsSe3(BrF2)3,1.6873,Indirect,1,0.0147,Stable,train,train,train,test,val
mp-710062,Pr4Se3(O5F3)2,3.6908,Indirect,1,0.0212,Stable,train,train,test,train,train
mp-1191037,AgAs(SeF2)3,1.6736,Direct,0,0.0,Stable,train,train,train,test,train
mp-23575,AsSe3(ClF2)3,1.9559,Indirect,1,0.0,Stable,val,test,val,train,val
mp-560263,Pr4Se3(O5F3)2,4.0058,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1209641,Sb2Te3(SeF4)3,1.38,Direct,0,0.0604,Stable,train,test,val,train,val
mp-556763,AsSe3(NF3)2,1.2297,Indirect,1,0.1558,Unstable,train,train,train,val,test
mp-541146,,2.424,Direct,0,0.2674,Unstable,train,train,test,train,val
mp-541401,As2Se3(NF6)2,2.3512,Indirect,1,0.108,Unstable,test,train,train,train,train
mp-1208562,Te2As(SeF2)3,1.1084,Direct,0,0.0684,Stable,train,train,train,test,train
mp-17057,Sr2SnSe3F2,1.4479,Direct,0,0.0113,Stable,test,train,train,train,train
mp-17805,Ba2SnSe3F2,2.0002,Direct,0,0.0,Stable,train,test,train,train,train
mp-1194712,Pr5Si2Se3O17F,3.9696,Indirect,1,0.0,Stable,train,train,test,train,train
mp-15380,Sb9Se4F39,1.9538,Direct,0,0.0,Stable,train,train,train,test,val
mp-557606,SbAs3(Se2F3)2,1.8713,Indirect,1,0.0392,Stable,val,train,test,train,train
mp-555217,Dy3Se4O12F,3.7411,Indirect,1,0.0,Stable,train,train,train,test,val
mp-559447,Gd3Se4O12F,2.7821,Direct,0,0.0,Stable,train,test,train,train,train
mp-561124,Ho3Se4O12F,3.7121,Indirect,1,0.0074,Stable,train,train,test,train,train
mp-1219891,Re3Se4O8F,0.0607,Indirect,1,1.1424,Unstable,train,train,train,train,test
mp-650674,TeAs(Se2F3)2,1.4762,Direct,0,0.0,Stable,val,train,test,train,train
mp-1205478,SbSe5F6,1.468,Direct,0,0.0,Stable,train,train,train,train,test
mp-667742,SbSe5F6,0.0446,Direct,0,0.1497,Unstable,test,train,train,train,train
mp-1192196,Ba7In2(Se3F4)2,1.1988,Direct,0,0.025,Stable,train,train,train,train,test
mp-23569,AsSe6IF6,1.577,Direct,0,0.0,Stable,train,train,train,train,test
mp-559000,SbSe6IF6,1.5285,Direct,0,0.0,Stable,train,train,train,train,test
mp-28684,Sb7Se8F35,1.903,Direct,0,0.0127,Stable,test,train,train,val,train
mp-1216262,Y16Se16F15,0.1477,Indirect,1,0.191,Unstable,train,val,train,train,test
mp-504825,,2.1951,Indirect,1,0.0192,Stable,train,test,train,train,train
mp-568603,In5Se5Cl,0.8961,Indirect,1,0.0247,Stable,val,test,train,train,train
mp-28920,Tl5Se2Cl,0.7829,Direct,0,0.0,Stable,val,train,train,train,test
mp-31038,CuSe2Cl,0.8067,Indirect,1,0.0,Stable,train,train,val,test,train
mp-580748,Re3Se4Cl,1.1641,Indirect,1,0.0,Stable,train,test,train,train,train
mp-676712,ReSeCl,1.5368,Indirect,1,0.0,Stable,train,test,train,train,train
mp-962058,YSeCl,1.8941,Direct,0,0.8288,Unstable,train,train,train,test,val
mp-1223184,La3Se4Cl,1.2078,Direct,0,0.0034,Stable,test,train,train,train,val
mp-1120728,GaSeCl,2.51,Direct,0,0.0,Stable,train,test,train,val,val
mp-1102246,LaSeCl,1.336,Direct,0,0.0,Stable,train,train,train,val,test
mp-610491,BiSeCl,1.8404,Indirect,1,0.0,Stable,val,val,test,train,val
mp-1045211,Mo3Se2ClO8,1.3434,Indirect,1,0.2872,Unstable,train,test,val,train,train
mp-1048591,Cr3Se2ClO8,0.4265,Indirect,1,0.1932,Unstable,train,train,val,test,train
mp-569939,AgBi2Se3Cl,0.55,Indirect,1,0.0041,Stable,test,train,train,train,val
mp-1196912,CuP4Se3Cl,1.6399,Indirect,1,0.0,Stable,train,test,val,train,train
mp-1213116,CuTeSeCl,1.0564,Indirect,1,0.0871,Stable,train,train,train,test,val
mp-1105941,Ba3InSe4Cl,2.4336,Direct,0,0.0347,Stable,train,test,val,val,train
mp-1223776,In2AgSe3Cl,0.7235,Indirect,1,0.0101,Stable,train,train,train,train,test
mp-556378,BiSeClO3,3.5272,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1048546,V3Se2ClO8,1.665,Indirect,1,0.2081,Unstable,train,train,test,val,train
mp-560549,AuSeClO3,1.3674,Indirect,1,0.0,Stable,train,train,test,train,train
mp-569687,CuHgSeCl,0.6295,Indirect,1,0.0027,Stable,train,val,train,test,train
mp-1048178,Sb3Se2ClO8,0.5571,Indirect,1,0.2784,Unstable,val,train,train,test,train
mp-1048225,Bi3Se2ClO8,0.7315,Indirect,1,0.2915,Unstable,val,train,train,test,train
mp-1045028,W3Se2ClO8,0.6045,Indirect,1,0.6349,Unstable,val,train,test,train,train
mp-1198762,InSeClO3,3.3798,Direct,0,0.0,Stable,train,train,train,test,train
mp-1204472,Y3Se2ClO8,4.2071,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1205081,Ba3GaSe4Cl,2.61,Indirect,1,0.0096,Stable,train,test,train,train,val
mp-1207618,YSeClO3,4.3562,Indirect,1,0.0,Stable,train,train,train,test,val
mp-1213564,CuSeClO5,0.02,Direct,0,0.6206,Unstable,train,train,test,train,val
mp-23096,LuSeClO3,4.3364,Indirect,1,0.0,Stable,train,train,test,val,train
mp-23086,ErSeClO3,4.3487,Indirect,1,0.0,Stable,train,train,train,test,train
mp-23587,HoSeClO3,4.3572,Indirect,1,0.0,Stable,train,train,test,train,train
mp-554063,SmSeClO3,4.4293,Indirect,1,0.0,Stable,train,train,test,train,train
mp-554903,TbSeClO3,4.3868,Indirect,1,0.0,Stable,train,train,train,test,train
mp-555650,NdSeClO3,4.2031,Indirect,1,0.0,Stable,test,train,train,train,train
mp-556362,BiSeClO3,3.6197,Indirect,1,0.0071,Stable,test,train,train,train,train
mp-556551,GdSeClO3,2.993,Indirect,1,0.0,Stable,train,train,test,train,train
mp-558516,TmSeClO3,4.3368,Indirect,1,0.0,Stable,train,train,train,test,val
mp-558257,DySeClO3,4.3669,Indirect,1,0.0,Stable,test,train,train,train,train
mp-558490,Tb3Se2ClO8,4.086,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1045980,AlW3Se2ClO8,1.4901,Indirect,1,0.3546,Unstable,train,test,train,train,train
mp-1045584,YMo3Se2ClO8,0.6001,Indirect,1,0.4555,Unstable,test,train,train,train,train
mp-1048499,AlSn3Se2ClO8,2.5163,Direct,0,0.2575,Unstable,test,train,train,train,train
mp-1048604,YTi3Se2ClO8,1.1446,Indirect,1,0.3353,Unstable,train,val,test,train,train
mp-1048587,Ti3AlSe2ClO8,0.3958,Indirect,1,0.5273,Unstable,train,train,val,val,test
mp-1266944,AlMo3Se2ClO8,0.197,Indirect,1,0.5059,Unstable,val,train,train,test,train
mp-1340471,AlMo3Se2ClO8,0.1385,Indirect,1,0.5326,Unstable,test,train,train,train,train
mp-1048592,YV3Se2ClO8,1.0973,Indirect,1,0.3969,Unstable,train,test,train,train,train
mp-1192990,,1.9036,Direct,0,0.5734,Unstable,val,train,train,train,test
mp-1197914,,2.6288,Indirect,1,0.067,Stable,train,train,train,train,test
mp-722563,,1.8027,Direct,0,0.616,Unstable,train,train,train,test,train
mp-1045601,AlFe3Se2ClO8,2.3164,Direct,0,0.1623,Unstable,train,train,test,train,train
mp-1045114,AlV3Se2ClO8,1.3073,Indirect,1,0.3908,Unstable,train,train,val,test,train
mp-1193691,,0.3467,Indirect,1,0.2292,Unstable,train,train,train,val,test
mp-1264957,AlCo3Se2ClO8,1.8001,Indirect,1,0.2032,Unstable,train,test,val,train,train
mp-554419,GdCuSe2ClO6,0.754,Indirect,1,0.1072,Unstable,val,train,val,test,train
mp-559195,SmMnSe2ClO6,2.6978,Indirect,1,0.0,Stable,train,train,train,train,test
mp-562836,SmCoSe2ClO6,2.7367,Indirect,1,0.0021,Stable,train,test,train,val,train
mp-1192566,VPb2Se2ClO8,1.5448,Indirect,1,0.0047,Stable,train,train,test,train,train
mp-1193560,NbPb2Se2ClO8,2.3641,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1250779,AlSn3Se2ClO8,2.614,Direct,0,0.2493,Unstable,val,train,train,test,train
mp-1045571,AlNi3Se2ClO8,1.5065,Direct,0,0.1872,Unstable,train,val,test,train,train
mp-1048247,YSn3Se2ClO8,0.5799,Indirect,1,0.4419,Unstable,train,test,val,train,train
mp-1048596,YFe3Se2ClO8,2.5557,Direct,0,0.0648,Stable,train,train,test,val,train
mp-1048555,YCo3Se2ClO8,1.668,Indirect,1,0.1446,Unstable,test,train,train,train,train
mp-1048385,YMn3Se2ClO8,1.8113,Direct,0,0.0472,Stable,train,train,train,test,train
mp-1048488,YCr3Se2ClO8,2.0598,Indirect,1,0.1792,Unstable,train,train,test,train,train
mp-1048551,YNi3Se2ClO8,1.3035,Indirect,1,0.0505,Stable,train,train,train,train,test
mp-581370,YCu3Se2ClO8,0.2385,Indirect,1,0.0012,Stable,val,test,val,train,train
mp-572807,NdCu3Se2ClO8,0.0162,Indirect,1,0.0,Stable,train,test,train,train,val
mp-776636,,2.9561,Indirect,1,0.0083,Stable,train,train,test,train,train
mp-863023,,4.3352,Indirect,1,0.0,Stable,train,train,train,train,test
mp-1192921,,4.432,Indirect,1,0.3215,Unstable,val,test,train,train,train
mp-707509,,0.3301,Direct,0,0.0748,Stable,test,train,val,train,val
mp-720985,CaEr15Si8Se11ClO28,2.5753,Direct,0,0.0388,Stable,test,train,train,train,train
mp-29469,Pd(Se3Cl)2,1.149,Indirect,1,0.0993,Stable,train,train,test,train,train
mp-27851,Hg3(SeCl)2,1.7701,Indirect,1,0.0,Stable,train,val,train,train,test
mp-27361,Nb(SeCl)2,0.9934,Indirect,1,0.0,Stable,train,train,test,train,train
mp-567437,Pd(Se4Cl)2,1.3609,Indirect,1,0.0,Stable,train,test,train,train,train
mp-1105005,Ni3Se4(ClO5)2,3.1114,Indirect,1,0.0,Stable,val,train,val,test,train
mp-1105151,Co3Se4(ClO5)2,2.6502,Indirect,1,0.0011,Stable,train,test,train,train,train
mp-561112,Zn2SeCl2O3,4.0939,Direct,0,0.0001,Stable,train,train,val,test,train
mp-1194971,Ni5Se4(ClO6)2,3.1026,Indirect,1,0.0,Stable,test,train,train,val,val
mp-1219275,Re2Os(Se2Cl)2,1.2869,Indirect,1,0.0,Stable,val,train,train,test,train
mp-23144,TlRe3(Se2Cl)2,1.5063,Indirect,1,0.0016,Stable,test,train,train,train,train
mp-557946,Cu3Se2(ClO3)2,0.0065,Indirect,1,0.0176,Stable,train,train,train,test,train
mp-572877,Co5Se4(ClO6)2,2.5561,Direct,0,0.0014,Stable,train,train,train,test,val
mp-1218418,Sr3Se2(ClO3)2,4.2893,Indirect,1,0.0,Stable,train,train,train,train,test
mp-557746,Zn2SeCl2O3,4.124,Direct,0,0.0,Stable,train,test,train,val,val
mp-1195181,Co4Se3Cl2O9,2.4618,Direct,0,0.0,Stable,val,train,train,test,train
mp-554805,Sr3Se3(ClO4)2,3.4263,Indirect,1,0.0,Stable,train,train,test,train,val
mp-1219635,RbBa3Ga5(Se5Cl)2,2.2064,Indirect,1,0.0137,Stable,train,train,test,train,train
mp-1223536,KBa3Ga5(Se5Cl)2,2.2139,Indirect,1,0.0176,Stable,train,train,test,train,val
mp-1225999,CsBa3Ga5(Se5Cl)2,2.2057,Indirect,1,0.0141,Stable,train,train,train,test,train
mp-1181555,,0.765,Indirect,1,0.4297,Unstable,test,train,val,train,train
mp-1193439,Sr2CuSe2(ClO3)2,0.3384,Indirect,1,0.024,Stable,train,train,train,val,test
mp-1194403,PdPb2Se2(ClO3)2,1.456,Indirect,1,0.0,Stable,train,train,test,train,train
mp-1204801,,1.8892,Direct,0,0.0534,Stable,val,val,train,train,test
mp-553947,Sr2NiSe2(ClO3)2,3.387,Indirect,1,0.0,Stable,train,train,train,train,test
mp-557019,RbErSeCl2O3,4.3055,Indirect,1,0.0,Stable,test,train,train,train,train
mp-556414,CsTmSeCl2O3,4.3242,Indirect,1,0.0,Stable,train,test,train,train,train
mp-555160,CsYSeCl2O3,4.4011,Indirect,1,0.0,Stable,train,train,test,train,train
mp-561998,Sr2CoSe2(ClO3)2,2.1714,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1192430,,0.1087,Indirect,1,0.6134,Unstable,train,train,train,test,train
mp-1209082,RbYSeCl2O3,4.313,Indirect,1,0.0,Stable,train,test,train,train,val
mp-1193551,SrCu2Se2(ClO3)2,0.2982,Indirect,1,0.0065,Stable,val,train,train,train,test
mp-562762,Ba2CoSe2(ClO3)2,1.448,Indirect,1,0.0,Stable,val,train,test,val,train
mp-729033,,0.3221,Direct,0,0.0406,Stable,train,test,train,val,val
mp-571061,Nb3Se10Cl3,1.1681,Indirect,1,0.0,Stable,train,train,val,train,test
mp-570270,NbSeCl3,0.7559,Indirect,1,0.0,Stable,test,train,train,train,train
mp-571134,,1.2001,Direct,0,0.1843,Unstable,train,test,train,train,train
mp-28791,,1.4432,Direct,0,0.1809,Unstable,train,train,train,val,test
mp-555909,Tb5Se2Cl3O10,3.7466,Indirect,1,0.0,Stable,val,train,test,train,train
mp-1197266,Nd7Se4Cl3O17,3.7944,Indirect,1,0.0,Stable,train,train,test,train,train
mp-23635,TlRe6Se8Cl3,1.4347,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1192577,FeBi2Se2Cl3O7,1.3914,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1200831,,4.5994,Indirect,1,0.0,Stable,test,train,train,train,val
mp-1204093,,2.9381,Indirect,1,0.0059,Stable,train,train,train,train,test
mp-1196410,NaCu5Se2Cl3O8,0.0682,Direct,0,0.0163,Stable,train,test,val,train,train
mp-1228026,CsRe2OsSe4Cl3,2.106,Indirect,1,0.0,Stable,train,test,val,train,train
mp-1201000,,3.3684,Direct,0,0.0253,Stable,val,train,val,test,train
mp-540675,,3.0664,Indirect,1,0.0,Stable,train,train,test,train,train
mp-667320,,2.9348,Direct,0,0.0138,Stable,val,train,train,train,test
mp-683984,Al(SeCl)4,1.1219,Indirect,1,0.0,Stable,test,train,train,train,train
mp-574529,Al(SeCl2)2,1.4066,Direct,0,0.0,Stable,test,val,train,train,train
mp-671913,MoSe2Cl4O,1.0987,Indirect,1,0.1665,Unstable,test,train,val,train,train
mp-683684,MoSe2Cl4O,1.0025,Indirect,1,0.0643,Stable,train,train,train,train,test
mp-567734,AlAs3(SeCl)4,2.1167,Direct,0,0.0,Stable,train,train,test,train,train
mp-1192837,AlSb5Se5Cl4,1.3956,Indirect,1,0.0004,Stable,train,train,train,test,train
mp-1194909,AlSb2(SeCl2)2,1.122,Indirect,1,0.0,Stable,train,train,train,val,test
mp-637206,AlBiSeCl4,2.5424,Indirect,1,0.0,Stable,test,train,train,train,train
mp-866695,ReTeSeCl4,2.3069,Indirect,1,0.0,Stable,train,val,val,train,test
mp-1233222,MgAu4Se4(ClO3)4,0.966,Indirect,1,0.0915,Stable,train,train,test,train,train
mp-1233629,MgAu4Se4(ClO3)4,0.9049,Indirect,1,0.1116,Unstable,test,train,train,val,train
mp-1234080,MgAu4Se4(ClO3)4,0.735,Indirect,1,0.1206,Unstable,train,train,train,test,val
mp-1234154,MgAu4Se4(ClO3)4,1.2762,Indirect,1,0.0553,Stable,test,train,train,train,train
mp-1234009,MgAu4Se4(ClO3)4,0.8398,Indirect,1,0.0975,Stable,train,train,train,val,test
mp-1234333,MgAu4Se4(ClO3)4,1.0606,Indirect,1,0.0868,Stable,train,train,train,train,test
mp-1234385,MgAu4Se4(ClO3)4,0.2998,Indirect,1,0.1084,Unstable,train,train,test,train,train
mp-1234428,MgAu4Se4(ClO3)4,0.7101,Indirect,1,0.0821,Stable,train,train,train,test,val
mp-1234732,MgAu4Se4(ClO3)4,1.054,Indirect,1,0.0655,Stable,train,train,train,train,test
mp-1234500,MgAu4Se4(ClO3)4,0.4971,Indirect,1,0.0419,Stable,test,train,train,train,train
mp-1235582,LiAu4Se4(ClO3)4,0.0459,Indirect,1,0.0496,Stable,train,test,train,val,train
mp-1236013,LiAu4Se4(ClO3)4,0.1322,Indirect,1,0.0445,Stable,train,train,val,test,train
mp-1197302,,0.6891,Direct,0,0.0591,Stable,val,train,train,train,test
mp-1195170,,3.0001,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1198565,CuPb5Se4(ClO3)4,0.6854,Indirect,1,0.0,Stable,train,train,train,test,train
mp-1204736,Ca2Fe6Se9Cl4O27,0.3869,Indirect,1,0.301,Unstable,train,val,test,val,train
mp-1190020,AlBi2Se2BrCl4,1.1162,Indirect,1,0.0074,Stable,test,train,train,val,train
mp-1173448,Re3Se2Cl5,0.9387,Direct,0,0.0073,Stable,train,train,train,test,val
mp-29124,,2.6877,Indirect,1,0.1637,Unstable,train,test,train,train,val
mp-1194941,Hg4BiSe2Cl5,2.105,Indirect,1,0.0,Stable,train,train,train,train,test
mp-569902,GaSe3N2Cl5,1.8425,Indirect,1,0.1588,Unstable,train,test,train,train,train
mp-570486,NbP2Se2Cl5,1.3286,Indirect,1,0.0,Stable,train,train,test,train,train
mp-571250,TaP2Se2Cl5,1.9078,Direct,0,0.0,Stable,val,train,val,train,test
mp-1225822,Cu5SeCl5O4,0.0677,Indirect,1,0.0,Stable,test,train,train,train,train
mp-1196140,NbP4Se3Cl5,1.4437,Indirect,1,0.0062,Stable,train,val,train,test,train
mp-1192701,,2.2733,Direct,0,0.0,Stable,test,val,train,train,train
mp-619928,Zr(Se2Cl3)2,1.3208,Indirect,1,0.0,Stable,train,train,test,val,train
mp-29420,Hf(Se2Cl3)2,1.3426,Direct,0,0.0,Stable,train,test,train,train,train
mp-28175,Pd(SeCl3)2,1.7002,Indirect,1,0.0,Stable,train,test,train,train,val
mp-27829,Rb2SeCl6,2.6051,Indirect,1,0.0,Stable,train,train,test,train,train
mp-27830,Cs2SeCl6,2.7509,Indirect,1,0.0,Stable,train,train,train,test,train
mp-680308,Re(Se2Cl3)2,0.1172,Direct,0,0.099,Stable,train,train,train,train,test
mp-30113,Zr(Se2Cl3)2,1.3568,Direct,0,0.0,Stable,train,train,train,test,train
mp-1196619,Ir2(Se3Cl2)3,1.5989,Indirect,1,0.0,Stable,train,train,train,train,test
